Gene	Gene name	Cancer	High	Medium	Low	Not detected	prognostic - favorable	unprognostic - favorable	prognostic - unfavorable	unprognostic - unfavorable
ENSG00000146085	MMUT	liver cancer	1.0	8.0	1.0	1.0		0.01157		
ENSG00000146090	RASGEF1C	liver cancer	0.0	5.0	5.0	2.0				0.0384
ENSG00000146094	DOK3	liver cancer	0.0	0.0	0.0	11.0				0.04174
ENSG00000146112	PPP1R18	liver cancer	0.0	0.0	2.0	10.0				0.02904
ENSG00000146122	DAAM2	liver cancer	0.0	5.0	5.0	2.0		0.02434		
ENSG00000146147	MLIP	liver cancer	0.0	0.0	0.0	11.0		0.05599		
ENSG00000146166	LGSN	liver cancer	0.0	0.0	0.0	12.0		0.0005047		
ENSG00000146192	FGD2	liver cancer	0.0	0.0	0.0	11.0		0.07968		
ENSG00000146197	SCUBE3	liver cancer	0.0	2.0	6.0	3.0		0.04426		
ENSG00000146205	ANO7	liver cancer	0.0	0.0	0.0	12.0				0.0309
ENSG00000146215	CRIP3	liver cancer	0.0	1.0	2.0	9.0				0.118
ENSG00000146216	TTBK1	liver cancer	0.0	0.0	0.0	12.0		0.002458		
ENSG00000146232	NFKBIE	liver cancer	1.0	10.0	1.0	0.0			0.0003503	
ENSG00000146242	TPBG	liver cancer	8.0	4.0	0.0	0.0				0.08554
ENSG00000146243	IRAK1BP1	liver cancer	1.0	8.0	2.0	0.0				0.002381
ENSG00000146247	PHIP	liver cancer	0.0	2.0	6.0	3.0				0.003499
ENSG00000146250	PRSS35	liver cancer	0.0	3.0	1.0	8.0				0.0003701
ENSG00000146267	FAXC	liver cancer	6.0	6.0	0.0	0.0				0.07562
ENSG00000146278	PNRC1	liver cancer	0.0	0.0	0.0	12.0		0.2278		
ENSG00000146281	PM20D2	liver cancer	3.0	3.0	4.0	2.0				0.001128
ENSG00000146282	RARS2	liver cancer	0.0	1.0	1.0	10.0				0.06615
ENSG00000146285	SCML4	liver cancer	0.0	0.0	5.0	6.0		0.00384		
ENSG00000146350	TBC1D32	liver cancer	0.0	3.0	2.0	7.0				0.0003597
ENSG00000146373	RNF217	liver cancer	4.0	3.0	0.0	5.0				0.1064
ENSG00000146374	RSPO3	liver cancer	0.0	4.0	4.0	4.0		0.09707		
ENSG00000146376	ARHGAP18	liver cancer	0.0	0.0	2.0	8.0				0.009319
ENSG00000146386	ABRACL	liver cancer	0.0	0.0	4.0	8.0				0.00793
ENSG00000146409	SLC18B1	liver cancer	0.0	3.0	5.0	1.0			0.0007903	
ENSG00000146410	MTFR2	liver cancer	1.0	3.0	7.0	1.0				4.604e-06
ENSG00000146411	SLC2A12	liver cancer	0.0	0.0	1.0	11.0		0.002239		
ENSG00000146414	SHPRH	liver cancer	9.0	3.0	0.0	0.0				0.2632
ENSG00000146416	AIG1	liver cancer	0.0	4.0	0.0	8.0		0.01912		
ENSG00000146426	TIAM2	liver cancer	1.0	9.0	1.0	1.0				0.04358
ENSG00000146433	TMEM181	liver cancer	0.0	10.0	2.0	0.0				0.01095
ENSG00000146453	PNLDC1	liver cancer	0.0	1.0	0.0	7.0		0.2045		
ENSG00000146457	WTAP	liver cancer	1.0	5.0	2.0	4.0			6.567e-06	
ENSG00000146463	ZMYM4	liver cancer	6.0	4.0	0.0	0.0			9.749e-09	
ENSG00000146469	VIP	liver cancer	0.0	3.0	1.0	7.0		0.02485		
ENSG00000146476	ARMT1	liver cancer	0.0	11.0	1.0	0.0				0.01367
ENSG00000146477	SLC22A3	liver cancer	6.0	3.0	1.0	0.0		0.1282		
ENSG00000146530	VWDE	liver cancer	0.0	0.0	0.0	11.0				0.2376
ENSG00000146535	GNA12	liver cancer	1.0	9.0	0.0	0.0			1.204e-06	
ENSG00000146540	C7orf50	liver cancer	2.0	7.0	2.0	0.0				0.002574
ENSG00000146555	SDK1	liver cancer	0.0	6.0	4.0	1.0		0.1234		
ENSG00000146574	CCZ1B	liver cancer	5.0	7.0	0.0	0.0				0.001881
ENSG00000146576	INTS15	liver cancer	2.0	5.0	2.0	3.0				0.004279
ENSG00000146648	EGFR	liver cancer	0.0	3.0	2.0	7.0		0.06107		
ENSG00000146670	CDCA5	liver cancer	2.0	10.0	0.0	0.0			8.213e-06	
ENSG00000146678	IGFBP1	liver cancer	0.0	0.0	0.0	11.0		0.1011		
ENSG00000146700	SSC4D	liver cancer	1.0	0.0	4.0	6.0				0.03785
ENSG00000146701	MDH2	liver cancer	10.0	2.0	0.0	0.0				0.0645
ENSG00000146707	POMZP3	liver cancer	0.0	0.0	0.0	10.0			0.0003781	
ENSG00000146729	NIPSNAP2	liver cancer	4.0	4.0	2.0	1.0				0.005946
ENSG00000146731	CCT6A	liver cancer	4.0	4.0	3.0	1.0			8.998e-10	
ENSG00000146733	PSPH	liver cancer	1.0	1.0	2.0	8.0			2.751e-05	
ENSG00000146755	TRIM50	liver cancer	0.0	5.0	3.0	3.0				0.1494
ENSG00000146776	ATXN7L1	liver cancer	0.0	4.0	6.0	2.0				0.3686
ENSG00000146802	TMEM168	liver cancer	5.0	5.0	1.0	1.0				0.002296
ENSG00000146826	TRAPPC14	liver cancer	0.0	4.0	4.0	4.0				0.009359
ENSG00000146828	SLC12A9	liver cancer	0.0	2.0	3.0	6.0				0.008377
ENSG00000146830	GIGYF1	liver cancer	0.0	3.0	6.0	3.0			0.0002298	
ENSG00000146833	TRIM4	liver cancer	0.0	6.0	5.0	1.0				0.1223
ENSG00000146834	MEPCE	liver cancer	11.0	1.0	0.0	0.0				0.0383
ENSG00000146842	TMEM209	liver cancer	0.0	2.0	2.0	7.0				0.0045
ENSG00000146856	AGBL3	liver cancer	1.0	7.0	3.0	1.0				0.003321
ENSG00000146858	ZC3HAV1L	liver cancer	0.0	5.0	5.0	2.0				0.01617
ENSG00000146904	EPHA1	liver cancer	0.0	12.0	0.0	0.0		0.09555		
ENSG00000146909	NOM1	liver cancer	0.0	5.0	2.0	4.0				0.03296
ENSG00000146918	NCAPG2	liver cancer	1.0	7.0	2.0	2.0			3e-05	
ENSG00000146938	NLGN4X	liver cancer	0.0	0.0	0.0	12.0				0.1363
ENSG00000146950	SHROOM2	liver cancer	0.0	5.0	3.0	4.0				0.09957
ENSG00000146955	RAB19	liver cancer	0.0	7.0	4.0	1.0				0.1651
ENSG00000146963	LUC7L2	liver cancer	2.0	6.0	1.0	2.0				0.004537
ENSG00000147003	CLTRN	liver cancer	0.0	0.0	1.0	8.0		0.1253		
ENSG00000147010	SH3KBP1	liver cancer	0.0	1.0	2.0	8.0		0.06469		
ENSG00000147027	TMEM47	liver cancer	6.0	4.0	2.0	0.0		0.006743		
ENSG00000147036	LANCL3	liver cancer	0.0	0.0	1.0	9.0				0.3597
ENSG00000147041	SYTL5	liver cancer	4.0	3.0	3.0	2.0		0.02011		
ENSG00000147044	CASK	liver cancer	2.0	10.0	0.0	0.0				0.001417
ENSG00000147050	KDM6A	liver cancer	0.0	5.0	2.0	2.0				0.002582
ENSG00000147059	SPIN2A	liver cancer	1.0	2.0	1.0	7.0		0.1553		
ENSG00000147065	MSN	liver cancer	0.0	6.0	3.0	3.0				0.0111
ENSG00000147099	HDAC8	liver cancer	0.0	1.0	1.0	9.0				0.04639
ENSG00000147113	DIPK2B	liver cancer	1.0	5.0	5.0	0.0				0.07298
ENSG00000147118	ZNF182	liver cancer	0.0	0.0	0.0	11.0			0.0003731	
ENSG00000147119	CHST7	liver cancer	1.0	4.0	3.0	3.0		0.009821		
ENSG00000147123	NDUFB11	liver cancer	11.0	1.0	0.0	0.0				0.03307
ENSG00000147124	ZNF41	liver cancer	0.0	3.0	2.0	6.0				0.372
ENSG00000147127	RAB41	liver cancer	5.0	2.0	2.0	3.0				0.006328
ENSG00000147130	ZMYM3	liver cancer	6.0	1.0	1.0	2.0			0.0005183	
ENSG00000147133	TAF1	liver cancer	4.0	4.0	1.0	2.0				0.1435
ENSG00000147138	GPR174	liver cancer	0.0	0.0	0.0	11.0		0.07116		
ENSG00000147140	NONO	liver cancer	7.0	4.0	0.0	0.0				0.001018
ENSG00000147145	LPAR4	liver cancer	0.0	0.0	1.0	11.0		0.2809		
ENSG00000147155	EBP	liver cancer	0.0	4.0	7.0	1.0				0.1125
ENSG00000147162	OGT	liver cancer	0.0	6.0	4.0	2.0				0.009563
ENSG00000147164	SNX12	liver cancer	0.0	0.0	3.0	9.0				0.01608
ENSG00000147168	IL2RG	liver cancer	0.0	0.0	0.0	12.0				0.1367
ENSG00000147174	GCNA	liver cancer	0.0	0.0	0.0	12.0				0.0584
ENSG00000147180	ZNF711	liver cancer	0.0	0.0	0.0	11.0				0.007402
ENSG00000147202	DIAPH2	liver cancer	2.0	6.0	1.0	2.0				0.4058
ENSG00000147206	NXF3	liver cancer	0.0	1.0	3.0	5.0				0.1211
ENSG00000147223	RIPPLY1	liver cancer	0.0	1.0	4.0	7.0		0.001663		
ENSG00000147224	PRPS1	liver cancer	0.0	3.0	4.0	5.0				0.03241
ENSG00000147231	RADX	liver cancer	1.0	9.0	1.0	0.0				0.01239
ENSG00000147234	FRMPD3	liver cancer	0.0	0.0	0.0	10.0		0.02426		
ENSG00000147251	DOCK11	liver cancer	0.0	0.0	4.0	8.0		0.15		
ENSG00000147255	IGSF1	liver cancer	0.0	0.0	0.0	11.0				0.001896
ENSG00000147274	RBMX	liver cancer	3.0	3.0	1.0	1.0			5.159e-06	
ENSG00000147316	MCPH1	liver cancer	2.0	9.0	0.0	0.0				0.01138
ENSG00000147324	MFHAS1	liver cancer	0.0	4.0	6.0	2.0				0.02703
ENSG00000147378	FATE1	liver cancer	0.0	0.0	0.0	12.0				0.003698
ENSG00000147383	NSDHL	liver cancer	3.0	3.0	6.0	0.0			0.0005041	
ENSG00000147394	ZNF185	liver cancer	0.0	0.0	0.0	10.0				0.02487
ENSG00000147400	CETN2	liver cancer	0.0	5.0	2.0	5.0				0.009581
ENSG00000147403	RPL10	liver cancer	7.0	4.0	1.0	0.0				0.06107
ENSG00000147416	ATP6V1B2	liver cancer	1.0	3.0	3.0	4.0				0.01764
ENSG00000147419	CCDC25	liver cancer	0.0	6.0	5.0	0.0				0.2339
ENSG00000147421	HMBOX1	liver cancer	0.0	0.0	2.0	9.0				0.1204
ENSG00000147437	GNRH1	liver cancer	0.0	4.0	1.0	4.0				0.007798
ENSG00000147439	BIN3	liver cancer	0.0	2.0	4.0	6.0				0.07363
ENSG00000147443	DOK2	liver cancer	0.0	0.0	0.0	10.0				0.1344
ENSG00000147454	SLC25A37	liver cancer	0.0	1.0	2.0	8.0				0.1346
ENSG00000147457	CHMP7	liver cancer	0.0	0.0	2.0	10.0				0.08999
ENSG00000147459	DOCK5	liver cancer	0.0	0.0	0.0	11.0				0.02607
ENSG00000147465	STAR	liver cancer	0.0	0.0	0.0	10.0				0.01961
ENSG00000147471	PLPBP	liver cancer	0.0	10.0	2.0	0.0				0.2356
ENSG00000147475	ERLIN2	liver cancer	4.0	6.0	0.0	0.0				0.1893
ENSG00000147481	SNTG1	liver cancer	0.0	0.0	0.0	8.0		0.0172		
ENSG00000147488	ST18	liver cancer	0.0	5.0	4.0	2.0				0.1221
ENSG00000147509	RGS20	liver cancer	0.0	0.0	0.0	11.0				1.912e-05
ENSG00000147526	TACC1	liver cancer	0.0	3.0	0.0	9.0		0.179		
ENSG00000147533	GOLGA7	liver cancer	0.0	4.0	4.0	4.0				0.06741
ENSG00000147536	GINS4	liver cancer	2.0	6.0	4.0	0.0				0.001714
ENSG00000147548	NSD3	liver cancer	6.0	4.0	0.0	1.0				0.04346
ENSG00000147573	TRIM55	liver cancer	0.0	3.0	2.0	7.0		0.003774		
ENSG00000147576	ADHFE1	liver cancer	0.0	0.0	6.0	5.0	9.895e-05			
ENSG00000147586	MRPS28	liver cancer	3.0	5.0	3.0	1.0				0.2175
ENSG00000147592	LACTB2	liver cancer	5.0	7.0	0.0	0.0		0.1615		
ENSG00000147604	RPL7	liver cancer	0.0	2.0	2.0	8.0				0.01445
ENSG00000147614	ATP6V0D2	liver cancer	0.0	0.0	0.0	11.0				5.361e-05
ENSG00000147642	SYBU	liver cancer	0.0	3.0	3.0	6.0	0.0007745			
ENSG00000147647	DPYS	liver cancer	0.0	5.0	1.0	6.0		0.002385		
ENSG00000147649	MTDH	liver cancer	1.0	7.0	3.0	0.0				0.04082
ENSG00000147650	LRP12	liver cancer	0.0	11.0	1.0	0.0				0.0004869
ENSG00000147654	EBAG9	liver cancer	2.0	5.0	3.0	2.0		0.2634		
ENSG00000147655	RSPO2	liver cancer	1.0	5.0	4.0	2.0		0.1194		
ENSG00000147676	MAL2	liver cancer	2.0	2.0	2.0	5.0				0.01026
ENSG00000147677	EIF3H	liver cancer	2.0	9.0	1.0	0.0			0.0008344	
ENSG00000147679	UTP23	liver cancer	5.0	5.0	2.0	0.0				0.009454
ENSG00000147684	NDUFB9	liver cancer	0.0	4.0	3.0	5.0				0.3252
ENSG00000147687	TATDN1	liver cancer	1.0	7.0	3.0	0.0				0.001543
ENSG00000147697	GSDMC	liver cancer	0.0	0.0	0.0	11.0				0.01434
ENSG00000147724	FAM135B	liver cancer	2.0	7.0	2.0	1.0		0.1424		
ENSG00000147789	ZNF7	liver cancer	2.0	2.0	0.0	7.0				0.008417
ENSG00000147813	NAPRT	liver cancer	0.0	2.0	1.0	9.0		0.0765		
ENSG00000147852	VLDLR	liver cancer	0.0	9.0	2.0	1.0				0.002475
ENSG00000147853	AK3	liver cancer	5.0	4.0	1.0	1.0		0.002209		
ENSG00000147862	NFIB	liver cancer	0.0	5.0	3.0	0.0				0.1321
ENSG00000147872	PLIN2	liver cancer	5.0	3.0	1.0	2.0				0.03019
ENSG00000147874	HAUS6	liver cancer	1.0	4.0	3.0	4.0			0.0003836	
ENSG00000147883	CDKN2B	liver cancer	3.0	5.0	0.0	3.0			0.0001489	
ENSG00000147889	CDKN2A	liver cancer	1.0	1.0	1.0	8.0			0.0002167	
ENSG00000147894	C9orf72	liver cancer	0.0	1.0	2.0	8.0		0.1591		
ENSG00000147905	ZCCHC7	liver cancer	0.0	5.0	6.0	1.0				0.00427
ENSG00000147912	FBXO10	liver cancer	0.0	2.0	4.0	4.0				0.01957
ENSG00000147955	SIGMAR1	liver cancer	4.0	6.0	0.0	1.0				0.04887
ENSG00000147996	ZNG1E	liver cancer	6.0	5.0	1.0	0.0				0.005321
ENSG00000148019	CEP78	liver cancer	1.0	2.0	4.0	5.0				0.0005127
ENSG00000148053	NTRK2	liver cancer	0.0	0.0	0.0	12.0		0.01285		
ENSG00000148057	IDNK	liver cancer	2.0	6.0	2.0	2.0		0.005407		
ENSG00000148082	SHC3	liver cancer	0.0	3.0	3.0	6.0				0.02704
ENSG00000148090	AUH	liver cancer	0.0	9.0	2.0	1.0		0.03241		
ENSG00000148120	AOPEP	liver cancer	5.0	6.0	1.0	0.0		0.09594		
ENSG00000148123	PLPPR1	liver cancer	0.0	0.0	0.0	12.0		0.3405		
ENSG00000148143	ZNF462	liver cancer	6.0	2.0	2.0	2.0		0.02043		
ENSG00000148153	INIP	liver cancer	0.0	2.0	4.0	6.0				0.01013
ENSG00000148154	UGCG	liver cancer	3.0	3.0	3.0	3.0				0.03199
ENSG00000148158	SNX30	liver cancer	8.0	3.0	1.0	0.0				0.008048
ENSG00000148175	STOM	liver cancer	1.0	8.0	2.0	1.0		0.009197		
ENSG00000148180	GSN	liver cancer	0.0	0.0	5.0	7.0		0.1206		
ENSG00000148187	MRRF	liver cancer	6.0	5.0	0.0	0.0				0.04483
ENSG00000148204	CRB2	liver cancer	0.0	0.0	0.0	12.0		0.2314		
ENSG00000148218	ALAD	liver cancer	0.0	7.0	3.0	2.0	8.805e-05			
ENSG00000148219	ASTN2	liver cancer	0.0	9.0	1.0	1.0		0.1552		
ENSG00000148225	WDR31	liver cancer	0.0	0.0	5.0	3.0				0.02375
ENSG00000148229	POLE3	liver cancer	0.0	1.0	2.0	8.0			0.0008348	
ENSG00000148248	SURF4	liver cancer	1.0	4.0	2.0	4.0			0.0008114	
ENSG00000148288	GBGT1	liver cancer	0.0	7.0	3.0	1.0				0.02974
ENSG00000148290	SURF1	liver cancer	1.0	8.0	2.0	1.0		0.1347		
ENSG00000148291	SURF2	liver cancer	2.0	5.0	4.0	1.0				0.01919
ENSG00000148296	SURF6	liver cancer	5.0	5.0	0.0	2.0				0.001262
ENSG00000148297	MED22	liver cancer	0.0	0.0	2.0	10.0			5.158e-06	
ENSG00000148300	REXO4	liver cancer	0.0	2.0	3.0	7.0			4.759e-06	
ENSG00000148308	GTF3C5	liver cancer	0.0	11.0	0.0	0.0				0.007965
ENSG00000148331	ASB6	liver cancer	3.0	6.0	0.0	2.0			2.396e-05	
ENSG00000148334	PTGES2	liver cancer	5.0	4.0	1.0	0.0				0.005128
ENSG00000148335	NTMT1	liver cancer	1.0	6.0	2.0	3.0				0.004171
ENSG00000148337	CIZ1	liver cancer	0.0	1.0	3.0	8.0			0.0001434	
ENSG00000148339	SLC25A25	liver cancer	0.0	2.0	2.0	8.0	0.0001014			
ENSG00000148341	SH3GLB2	liver cancer	0.0	0.0	0.0	12.0				0.1042
ENSG00000148343	MIGA2	liver cancer	0.0	6.0	0.0	5.0		0.1009		
ENSG00000148344	PTGES	liver cancer	0.0	0.0	0.0	11.0				0.005379
ENSG00000148346	LCN2	liver cancer	0.0	1.0	4.0	7.0				0.1856
ENSG00000148356	LRSAM1	liver cancer	0.0	3.0	8.0	1.0		0.1642		
ENSG00000148357	HMCN2	liver cancer	0.0	0.0	2.0	10.0		0.1102		
ENSG00000148358	GPR107	liver cancer	1.0	9.0	1.0	0.0				0.001101
ENSG00000148362	PAXX	liver cancer	0.0	4.0	3.0	5.0				0.002134
ENSG00000148384	INPP5E	liver cancer	0.0	0.0	1.0	10.0				0.0096
ENSG00000148396	SEC16A	liver cancer	1.0	4.0	4.0	3.0		0.1668		
ENSG00000148399	DPH7	liver cancer	0.0	3.0	9.0	0.0				0.01479
ENSG00000148400	NOTCH1	liver cancer	0.0	12.0	0.0	0.0				0.07565
ENSG00000148408	CACNA1B	liver cancer	0.0	7.0	4.0	1.0				0.1335
ENSG00000148411	NACC2	liver cancer	1.0	0.0	3.0	7.0				0.00925
ENSG00000148426	PROSER2	liver cancer	2.0	2.0	4.0	4.0				0.04802
ENSG00000148429	USP6NL	liver cancer	2.0	4.0	2.0	3.0				0.2388
ENSG00000148444	COMMD3	liver cancer	1.0	8.0	2.0	0.0			5.46e-07	
ENSG00000148450	MSRB2	liver cancer	0.0	2.0	4.0	6.0				0.1618
ENSG00000148459	PDSS1	liver cancer	0.0	5.0	7.0	0.0			1.254e-05	
ENSG00000148468	FAM171A1	liver cancer	0.0	5.0	4.0	3.0		0.09838		
ENSG00000148481	MINDY3	liver cancer	0.0	2.0	4.0	6.0				0.08293
ENSG00000148483	TMEM236	liver cancer	0.0	3.0	2.0	7.0				0.002517
ENSG00000148484	RSU1	liver cancer	3.0	4.0	1.0	3.0				0.001249
ENSG00000148488	ST8SIA6	liver cancer	4.0	6.0	0.0	0.0		0.01111		
ENSG00000148498	PARD3	liver cancer	0.0	1.0	1.0	10.0			1.728e-05	
ENSG00000148516	ZEB1	liver cancer	0.0	1.0	1.0	10.0				0.01343
ENSG00000148541	FAM13C	liver cancer	0.0	1.0	7.0	4.0				0.03298
ENSG00000148572	NRBF2	liver cancer	1.0	4.0	6.0	0.0				0.1213
ENSG00000148584	A1CF	liver cancer	0.0	3.0	3.0	6.0		0.1706		
ENSG00000148600	CDHR1	liver cancer	0.0	0.0	0.0	9.0		0.06401		
ENSG00000148606	POLR3A	liver cancer	7.0	3.0	0.0	0.0			3.64e-06	
ENSG00000148634	HERC4	liver cancer	0.0	2.0	1.0	9.0				0.03507
ENSG00000148655	LRMDA	liver cancer	1.0	10.0	1.0	0.0		0.1306		
ENSG00000148660	CAMK2G	liver cancer	0.0	0.0	2.0	10.0				0.02191
ENSG00000148672	GLUD1	liver cancer	11.0	1.0	0.0	0.0		0.01905		
ENSG00000148677	ANKRD1	liver cancer	0.0	0.0	0.0	12.0				0.01282
ENSG00000148680	HTR7	liver cancer	0.0	4.0	2.0	5.0				0.1892
ENSG00000148688	RPP30	liver cancer	1.0	4.0	5.0	2.0				0.003798
ENSG00000148690	FRA10AC1	liver cancer	0.0	0.0	0.0	12.0				0.04379
ENSG00000148700	ADD3	liver cancer	1.0	4.0	1.0	6.0				0.001565
ENSG00000148702	HABP2	liver cancer	0.0	0.0	1.0	11.0		0.1009		
ENSG00000148719	DNAJB12	liver cancer	0.0	5.0	4.0	3.0				0.05725
ENSG00000148730	EIF4EBP2	liver cancer	0.0	10.0	2.0	0.0				0.3844
ENSG00000148734	NPFFR1	liver cancer	0.0	1.0	2.0	9.0		0.1367		
ENSG00000148737	TCF7L2	liver cancer	10.0	2.0	0.0	0.0				0.209
ENSG00000148773	MKI67	liver cancer	1.0	6.0	1.0	1.0			3.612e-06	
ENSG00000148795	CYP17A1	liver cancer	0.0	0.0	1.0	9.0		0.002915		
ENSG00000148798	INA	liver cancer	0.0	0.0	0.0	11.0				0.1305
ENSG00000148803	FUOM	liver cancer	5.0	2.0	2.0	3.0		0.01659		
ENSG00000148814	LRRC27	liver cancer	0.0	0.0	2.0	10.0				0.1406
ENSG00000148824	MTG1	liver cancer	0.0	2.0	5.0	5.0		0.05851		
ENSG00000148834	GSTO1	liver cancer	1.0	4.0	3.0	3.0		0.01384		
ENSG00000148835	TAF5	liver cancer	6.0	3.0	2.0	0.0				0.1193
ENSG00000148840	PPRC1	liver cancer	1.0	10.0	1.0	0.0				0.00429
ENSG00000148843	PDCD11	liver cancer	0.0	1.0	4.0	7.0			0.0002789	
ENSG00000148848	ADAM12	liver cancer	0.0	0.0	1.0	11.0				2.915e-06
ENSG00000148908	RGS10	liver cancer	0.0	2.0	2.0	7.0				0.004322
ENSG00000148925	BTBD10	liver cancer	0.0	1.0	3.0	8.0			0.0001373	
ENSG00000148926	ADM	liver cancer	2.0	7.0	0.0	3.0			0.000756	
ENSG00000148935	GAS2	liver cancer	1.0	0.0	0.0	8.0				0.1082
ENSG00000148942	SLC5A12	liver cancer	0.0	0.0	0.0	12.0				0.004212
ENSG00000148943	LIN7C	liver cancer	1.0	5.0	3.0	3.0				0.07041
ENSG00000148948	LRRC4C	liver cancer	0.0	0.0	2.0	10.0				0.2838
ENSG00000148950	IMMP1L	liver cancer	0.0	7.0	1.0	0.0			0.0007973	
ENSG00000148965	SAA4	liver cancer	0.0	1.0	2.0	6.0		0.003635		
ENSG00000148985	PGAP2	liver cancer	0.0	6.0	4.0	0.0			0.000749	
ENSG00000149043	SYT8	liver cancer	2.0	3.0	3.0	4.0				0.03098
ENSG00000149050	ZNF214	liver cancer	0.0	0.0	1.0	10.0				0.003278
ENSG00000149054	ZNF215	liver cancer	0.0	1.0	0.0	8.0				0.0001009
ENSG00000149084	HSD17B12	liver cancer	2.0	5.0	3.0	2.0			0.0002757	
ENSG00000149089	APIP	liver cancer	1.0	6.0	3.0	2.0			0.0001994	
ENSG00000149091	DGKZ	liver cancer	0.0	0.0	0.0	11.0				0.003082
ENSG00000149100	EIF3M	liver cancer	1.0	8.0	2.0	1.0			1.279e-09	
ENSG00000149115	TNKS1BP1	liver cancer	0.0	4.0	3.0	5.0				0.02469
ENSG00000149124	GLYAT	liver cancer	4.0	3.0	1.0	4.0		0.001649		
ENSG00000149131	SERPING1	liver cancer	0.0	4.0	2.0	6.0		0.004116		
ENSG00000149136	SSRP1	liver cancer	0.0	0.0	2.0	8.0			4.031e-07	
ENSG00000149150	SLC43A1	liver cancer	0.0	1.0	7.0	3.0				0.2324
ENSG00000149177	PTPRJ	liver cancer	0.0	0.0	2.0	9.0				0.06582
ENSG00000149179	CSTPP1	liver cancer	2.0	7.0	2.0	1.0			2.184e-05	
ENSG00000149182	ARFGAP2	liver cancer	3.0	2.0	2.0	5.0				0.004805
ENSG00000149187	CELF1	liver cancer	2.0	5.0	4.0	1.0			0.0007555	
ENSG00000149196	HIKESHI	liver cancer	2.0	6.0	1.0	3.0			0.0008805	
ENSG00000149218	ENDOD1	liver cancer	0.0	3.0	2.0	7.0				0.04427
ENSG00000149231	CCDC82	liver cancer	0.0	4.0	4.0	2.0				0.001749
ENSG00000149243	KLHL35	liver cancer	0.0	0.0	0.0	12.0				0.04976
ENSG00000149256	TENM4	liver cancer	0.0	0.0	0.0	9.0				0.01181
ENSG00000149257	SERPINH1	liver cancer	1.0	3.0	0.0	5.0				0.02395
ENSG00000149260	CAPN5	liver cancer	0.0	4.0	7.0	0.0		0.1133		
ENSG00000149262	INTS4	liver cancer	0.0	2.0	4.0	6.0			9.441e-06	
ENSG00000149269	PAK1	liver cancer	0.0	7.0	3.0	1.0				0.008186
ENSG00000149273	RPS3	liver cancer	0.0	5.0	5.0	0.0				0.01218
ENSG00000149289	ZC3H12C	liver cancer	5.0	2.0	2.0	3.0				0.06769
ENSG00000149292	TTC12	liver cancer	0.0	0.0	0.0	12.0				0.001133
ENSG00000149294	NCAM1	liver cancer	0.0	0.0	0.0	11.0				0.2822
ENSG00000149300	C11orf52	liver cancer	4.0	4.0	1.0	2.0				0.06775
ENSG00000149311	ATM	liver cancer	0.0	2.0	7.0	3.0				0.006324
ENSG00000149313	AASDHPPT	liver cancer	0.0	1.0	2.0	9.0				0.00282
ENSG00000149328	GLB1L2	liver cancer	0.0	0.0	1.0	11.0				0.05982
ENSG00000149346	SLX4IP	liver cancer	4.0	7.0	0.0	0.0				0.001196
ENSG00000149357	LAMTOR1	liver cancer	0.0	5.0	3.0	2.0			0.0003632	
ENSG00000149380	P4HA3	liver cancer	0.0	3.0	5.0	4.0				0.04338
ENSG00000149403	GRIK4	liver cancer	0.0	0.0	0.0	11.0				0.01481
ENSG00000149418	ST14	liver cancer	0.0	1.0	1.0	7.0				0.1199
ENSG00000149428	HYOU1	liver cancer	0.0	1.0	3.0	8.0				0.001614
ENSG00000149435	GGTLC1	liver cancer	1.0	2.0	2.0	7.0				0.162
ENSG00000149451	ADAM33	liver cancer	0.0	5.0	1.0	4.0		0.007138		
ENSG00000149452	SLC22A8	liver cancer	0.0	0.0	0.0	12.0				0.0005346
ENSG00000149474	KAT14	liver cancer	1.0	1.0	2.0	7.0				0.03375
ENSG00000149476	TKFC	liver cancer	0.0	0.0	0.0	11.0		0.03018		
ENSG00000149480	MTA2	liver cancer	10.0	0.0	1.0	0.0			4.817e-05	
ENSG00000149483	TMEM138	liver cancer	0.0	0.0	2.0	8.0			0.0007902	
ENSG00000149485	FADS1	liver cancer	0.0	6.0	1.0	5.0				0.01987
ENSG00000149489	ROM1	liver cancer	2.0	3.0	2.0	5.0		0.405		
ENSG00000149503	INCENP	liver cancer	1.0	1.0	1.0	9.0			0.0001245	
ENSG00000149527	PLCH2	liver cancer	0.0	0.0	0.0	9.0		0.07387		
ENSG00000149532	CPSF7	liver cancer	1.0	9.0	0.0	2.0			0.0009834	
ENSG00000149534	MS4A2	liver cancer	0.0	1.0	0.0	10.0		0.01881		
ENSG00000149541	B3GAT3	liver cancer	2.0	2.0	0.0	7.0			5.114e-06	
ENSG00000149547	EI24	liver cancer	1.0	11.0	0.0	0.0				0.05022
ENSG00000149548	CCDC15	liver cancer	2.0	6.0	3.0	1.0				0.002116
ENSG00000149557	FEZ1	liver cancer	0.0	0.0	0.0	10.0		0.2716		
ENSG00000149564	ESAM	liver cancer	0.0	12.0	0.0	0.0		0.2611		
ENSG00000149571	KIRREL3	liver cancer	0.0	0.0	1.0	11.0				0.004493
ENSG00000149573	MPZL2	liver cancer	0.0	2.0	5.0	4.0				0.002109
ENSG00000149577	SIDT2	liver cancer	0.0	4.0	3.0	4.0				0.334
ENSG00000149582	TMEM25	liver cancer	0.0	10.0	2.0	0.0		0.1711		
