Gene	Gene name	Cancer	High	Medium	Low	Not detected	prognostic - favorable	unprognostic - favorable	prognostic - unfavorable	unprognostic - unfavorable
ENSG00000017483	SLC38A5	liver cancer	0.0	1.0	3.0	8.0				0.07747
ENSG00000017797	RALBP1	liver cancer	0.0	0.0	10.0	2.0				0.05723
ENSG00000018189	RUFY3	liver cancer	0.0	5.0	0.0	6.0			0.0008946	
ENSG00000018236	CNTN1	liver cancer	0.0	0.0	0.0	11.0		0.154		
ENSG00000018280	SLC11A1	liver cancer	0.0	0.0	2.0	9.0				0.001041
ENSG00000018408	WWTR1	liver cancer	0.0	12.0	0.0	0.0				0.02413
ENSG00000018510	AGPS	liver cancer	5.0	4.0	1.0	2.0			8.617e-06	
ENSG00000018610	STEEP1	liver cancer	5.0	5.0	0.0	0.0				0.00638
ENSG00000018625	ATP1A2	liver cancer	0.0	0.0	0.0	12.0		0.02165		
ENSG00000018699	TTC27	liver cancer	11.0	0.0	0.0	0.0			1.421e-05	
ENSG00000018869	ZNF582	liver cancer	0.0	5.0	3.0	4.0		0.02121		
ENSG00000019102	VSIG2	liver cancer	1.0	4.0	3.0	4.0				0.2163
ENSG00000019144	PHLDB1	liver cancer	0.0	1.0	5.0	5.0				0.004373
ENSG00000019169	MARCO	liver cancer	0.0	0.0	0.0	9.0				0.3674
ENSG00000019485	PRDM11	liver cancer	6.0	5.0	1.0	0.0				0.0007101
ENSG00000019505	SYT13	liver cancer	5.0	1.0	1.0	5.0				0.03747
ENSG00000019549	SNAI2	liver cancer	0.0	8.0	3.0	1.0				0.1787
ENSG00000019582	CD74	liver cancer	1.0	4.0	2.0	3.0		0.2045		
ENSG00000019991	HGF	liver cancer	0.0	4.0	5.0	3.0		0.1659		
ENSG00000019995	ZRANB1	liver cancer	0.0	3.0	8.0	0.0		0.04163		
ENSG00000020129	NCDN	liver cancer	0.0	0.0	0.0	12.0			1.91e-05	
ENSG00000020181	ADGRA2	liver cancer	4.0	2.0	1.0	4.0				0.1385
ENSG00000020256	ZFP64	liver cancer	0.0	0.0	0.0	9.0			9.859e-07	
ENSG00000020426	MNAT1	liver cancer	0.0	1.0	1.0	9.0				0.01173
ENSG00000020577	SAMD4A	liver cancer	0.0	4.0	4.0	3.0		0.1456		
ENSG00000020633	RUNX3	liver cancer	0.0	0.0	0.0	12.0		0.06512		
ENSG00000020922	MRE11	liver cancer	7.0	5.0	0.0	0.0			0.0007139	
ENSG00000021355	SERPINB1	liver cancer	0.0	0.0	0.0	12.0				0.003588
ENSG00000021461	CYP3A43	liver cancer	0.0	2.0	2.0	7.0	0.0003412			
ENSG00000021488	SLC7A9	liver cancer	0.0	0.0	0.0	12.0				0.04172
ENSG00000021574	SPAST	liver cancer	0.0	5.0	4.0	2.0			0.0001618	
ENSG00000021645	NRXN3	liver cancer	0.0	0.0	4.0	7.0		0.2804		
ENSG00000021762	OSBPL5	liver cancer	2.0	4.0	1.0	4.0		0.1246		
ENSG00000021826	CPS1	liver cancer	6.0	1.0	1.0	4.0	6.928e-05			
ENSG00000021852	C8B	liver cancer	0.0	2.0	6.0	4.0	9.312e-05			
ENSG00000022267	FHL1	liver cancer	0.0	0.0	0.0	12.0		0.0251		
ENSG00000022277	RTF2	liver cancer	0.0	0.0	0.0	12.0			0.0001312	
ENSG00000022567	SLC45A4	liver cancer	0.0	4.0	0.0	7.0				0.126
ENSG00000022840	RNF10	liver cancer	3.0	6.0	0.0	0.0			5.295e-05	
ENSG00000022976	ZNF839	liver cancer	1.0	8.0	2.0	0.0				0.0673
ENSG00000023041	ZDHHC6	liver cancer	0.0	0.0	0.0	11.0				0.03293
ENSG00000023171	GRAMD1B	liver cancer	0.0	5.0	7.0	0.0				0.00269
ENSG00000023191	RNH1	liver cancer	0.0	2.0	1.0	9.0				0.004825
ENSG00000023228	NDUFS1	liver cancer	0.0	0.0	2.0	10.0				0.03725
ENSG00000023287	RB1CC1	liver cancer	0.0	2.0	3.0	7.0				0.07394
ENSG00000023318	ERP44	liver cancer	2.0	4.0	1.0	1.0		0.1287		
ENSG00000023330	ALAS1	liver cancer	2.0	7.0	3.0	0.0	1.816e-05			
ENSG00000023445	BIRC3	liver cancer	0.0	0.0	4.0	7.0				0.2228
ENSG00000023516	AKAP11	liver cancer	0.0	3.0	6.0	2.0				0.116
ENSG00000023572	GLRX2	liver cancer	0.0	2.0	2.0	8.0				0.002397
ENSG00000023734	STRAP	liver cancer	0.0	9.0	3.0	0.0			6.829e-06	
ENSG00000023839	ABCC2	liver cancer	0.0	8.0	0.0	3.0				0.2513
ENSG00000023892	DEF6	liver cancer	0.0	1.0	0.0	11.0				0.2243
ENSG00000023909	GCLM	liver cancer	1.0	8.0	2.0	0.0			9.83e-06	
ENSG00000024048	UBR2	liver cancer	0.0	11.0	1.0	0.0				0.1322
ENSG00000024422	EHD2	liver cancer	0.0	0.0	0.0	11.0				0.03355
ENSG00000024526	DEPDC1	liver cancer	0.0	5.0	1.0	6.0				4.369e-06
ENSG00000024862	CCDC28A	liver cancer	0.0	1.0	3.0	8.0		0.1159		
ENSG00000025039	RRAGD	liver cancer	0.0	3.0	1.0	5.0			0.0007804	
ENSG00000025156	HSF2	liver cancer	0.0	0.0	0.0	11.0			1.512e-06	
ENSG00000025293	PHF20	liver cancer	6.0	6.0	0.0	0.0			0.0002489	
ENSG00000025423	HSD17B6	liver cancer	7.0	0.0	2.0	3.0	0.0006315			
ENSG00000025434	NR1H3	liver cancer	0.0	3.0	3.0	6.0			0.0005595	
ENSG00000025708	TYMP	liver cancer	0.0	4.0	5.0	3.0				0.2401
ENSG00000025770	NCAPH2	liver cancer	1.0	2.0	7.0	2.0			0.0008255	
ENSG00000025772	TOMM34	liver cancer	0.0	0.0	7.0	4.0			8.709e-06	
ENSG00000025796	SEC63	liver cancer	0.0	2.0	6.0	4.0				0.008326
ENSG00000025800	KPNA6	liver cancer	1.0	2.0	1.0	8.0			9.281e-05	
ENSG00000026025	VIM	liver cancer	4.0	7.0	0.0	0.0				0.3213
ENSG00000026103	FAS	liver cancer	0.0	2.0	1.0	9.0		0.07004		
ENSG00000026297	RNASET2	liver cancer	0.0	1.0	4.0	4.0				0.01757
ENSG00000026508	CD44	liver cancer	4.0	0.0	1.0	4.0				0.01564
ENSG00000026559	KCNG1	liver cancer	4.0	5.0	1.0	0.0				0.02526
ENSG00000026652	AGPAT4	liver cancer	0.0	3.0	2.0	7.0				0.0001936
ENSG00000026751	SLAMF7	liver cancer	0.0	0.0	3.0	8.0		0.07866		
ENSG00000026950	BTN3A1	liver cancer	9.0	1.0	2.0	0.0		0.031		
ENSG00000027001	MIPEP	liver cancer	2.0	10.0	0.0	0.0				0.2413
ENSG00000027075	PRKCH	liver cancer	0.0	5.0	5.0	2.0		0.01135		
ENSG00000027644	INSRR	liver cancer	1.0	5.0	2.0	4.0				0.05572
ENSG00000027697	IFNGR1	liver cancer	0.0	0.0	0.0	12.0		0.4047		
ENSG00000027847	B4GALT7	liver cancer	6.0	4.0	1.0	0.0				0.004192
ENSG00000027869	SH2D2A	liver cancer	1.0	2.0	1.0	6.0		0.3106		
ENSG00000028116	VRK2	liver cancer	0.0	6.0	3.0	3.0			6.317e-06	
ENSG00000028137	TNFRSF1B	liver cancer	1.0	8.0	2.0	0.0		0.005276		
ENSG00000028203	VEZT	liver cancer	2.0	9.0	0.0	0.0			0.0001712	
ENSG00000028277	POU2F2	liver cancer	0.0	0.0	0.0	10.0				0.01624
ENSG00000028310	BRD9	liver cancer	0.0	3.0	4.0	5.0			5.876e-07	
ENSG00000028528	SNX1	liver cancer	0.0	1.0	1.0	10.0		0.07146		
ENSG00000028839	TBPL1	liver cancer	0.0	1.0	2.0	9.0			7.908e-05	
ENSG00000029153	BMAL2	liver cancer	0.0	0.0	0.0	11.0				0.002838
ENSG00000029363	BCLAF1	liver cancer	9.0	3.0	0.0	0.0				0.002132
ENSG00000029364	SLC39A9	liver cancer	9.0	2.0	1.0	0.0		0.05498		
ENSG00000029534	ANK1	liver cancer	0.0	0.0	0.0	10.0				0.2155
ENSG00000029639	TFB1M	liver cancer	1.0	3.0	2.0	6.0				0.02227
ENSG00000029725	RABEP1	liver cancer	0.0	4.0	5.0	3.0		0.03714		
ENSG00000029993	HMGB3	liver cancer	0.0	3.0	4.0	5.0				0.002656
ENSG00000030110	BAK1	liver cancer	1.0	2.0	2.0	6.0			0.0004524	
ENSG00000030419	IKZF2	liver cancer	2.0	2.0	1.0	7.0		0.2975		
ENSG00000030582	GRN	liver cancer	5.0	5.0	1.0	1.0				0.003533
ENSG00000031003	FAM13B	liver cancer	0.0	0.0	2.0	10.0				0.01444
ENSG00000031081	ARHGAP31	liver cancer	0.0	3.0	3.0	6.0		0.008754		
ENSG00000031691	CENPQ	liver cancer	0.0	1.0	2.0	9.0			2.215e-05	
ENSG00000031698	SARS1	liver cancer	1.0	3.0	4.0	3.0			6.13e-05	
ENSG00000031823	RANBP3	liver cancer	1.0	10.0	1.0	0.0				0.05437
ENSG00000032389	EIPR1	liver cancer	1.0	10.0	1.0	0.0			3.671e-07	
ENSG00000032444	PNPLA6	liver cancer	2.0	4.0	3.0	1.0				0.003532
ENSG00000033011	ALG1	liver cancer	1.0	2.0	1.0	5.0				0.02836
ENSG00000033030	ZCCHC8	liver cancer	2.0	4.0	3.0	2.0				0.01327
ENSG00000033050	ABCF2	liver cancer	3.0	6.0	2.0	1.0			9.52e-06	
ENSG00000033100	CHPF2	liver cancer	1.0	2.0	4.0	5.0			0.0009468	
ENSG00000033170	FUT8	liver cancer	0.0	9.0	2.0	0.0				0.1407
ENSG00000033178	UBA6	liver cancer	0.0	0.0	0.0	11.0				0.003552
ENSG00000033327	GAB2	liver cancer	0.0	9.0	2.0	0.0				0.04468
ENSG00000033627	ATP6V0A1	liver cancer	1.0	9.0	1.0	1.0				0.01845
ENSG00000033800	PIAS1	liver cancer	2.0	8.0	1.0	0.0				0.0421
ENSG00000033867	SLC4A7	liver cancer	0.0	0.0	0.0	12.0				0.000679
ENSG00000034053	APBA2	liver cancer	1.0	8.0	2.0	1.0		0.01409		
ENSG00000034152	MAP2K3	liver cancer	0.0	1.0	7.0	3.0				0.02971
ENSG00000034239	CLXN	liver cancer	0.0	1.0	1.0	10.0		0.09806		
ENSG00000034533	ASTE1	liver cancer	0.0	0.0	0.0	12.0			4.033e-05	
ENSG00000034677	RNF19A	liver cancer	0.0	7.0	4.0	0.0				0.0796
ENSG00000034693	PEX3	liver cancer	0.0	3.0	4.0	4.0				0.08451
ENSG00000034713	GABARAPL2	liver cancer	0.0	3.0	1.0	8.0				0.2584
ENSG00000035115	SH3YL1	liver cancer	0.0	1.0	1.0	10.0				0.1456
ENSG00000035141	FAM136A	liver cancer	5.0	7.0	0.0	0.0			0.0002664	
ENSG00000035403	VCL	liver cancer	1.0	5.0	4.0	2.0				0.002724
ENSG00000035499	DEPDC1B	liver cancer	5.0	2.0	0.0	3.0			0.0003077	
ENSG00000035681	NSMAF	liver cancer	0.0	1.0	8.0	2.0				0.002963
ENSG00000035687	ADSS2	liver cancer	0.0	4.0	3.0	4.0				0.01624
ENSG00000035720	STAP1	liver cancer	0.0	0.0	0.0	12.0		0.001954		
ENSG00000035862	TIMP2	liver cancer	0.0	4.0	6.0	2.0		0.431		
ENSG00000035928	RFC1	liver cancer	0.0	3.0	4.0	4.0				0.07476
ENSG00000036054	TBC1D23	liver cancer	0.0	4.0	3.0	5.0				0.007874
ENSG00000036257	CUL3	liver cancer	9.0	0.0	0.0	0.0				0.027
ENSG00000036448	MYOM2	liver cancer	2.0	5.0	1.0	0.0		2.303e-05		
ENSG00000036473	OTC	liver cancer	8.0	1.0	0.0	2.0		0.001894		
ENSG00000036549	ZZZ3	liver cancer	0.0	0.0	0.0	11.0			6.957e-05	
ENSG00000036565	SLC18A1	liver cancer	0.0	0.0	0.0	12.0				0.1667
ENSG00000036672	USP2	liver cancer	4.0	3.0	2.0	3.0		0.1002		
ENSG00000036828	CASR	liver cancer	0.0	0.0	0.0	11.0		0.1583		
ENSG00000037042	TUBG2	liver cancer	1.0	7.0	3.0	1.0			4.685e-05	
ENSG00000037241	RPL26L1	liver cancer	2.0	9.0	1.0	0.0				0.002036
ENSG00000037280	FLT4	liver cancer	0.0	6.0	5.0	1.0		0.01129		
ENSG00000037474	NSUN2	liver cancer	6.0	3.0	1.0	1.0				0.001438
ENSG00000037637	FBXO42	liver cancer	0.0	3.0	4.0	5.0			0.0003718	
ENSG00000037749	MFAP3	liver cancer	1.0	3.0	5.0	3.0				0.06332
ENSG00000037757	MRI1	liver cancer	1.0	3.0	0.0	7.0				0.3242
ENSG00000037897	METTL1	liver cancer	0.0	1.0	3.0	8.0			4.248e-06	
ENSG00000038002	AGA	liver cancer	2.0	10.0	0.0	0.0			0.0001991	
ENSG00000038210	PI4K2B	liver cancer	0.0	6.0	1.0	4.0		0.07543		
ENSG00000038219	BOD1L1	liver cancer	0.0	7.0	1.0	3.0				0.0639
ENSG00000038274	MAT2B	liver cancer	1.0	6.0	3.0	2.0				0.1202
ENSG00000038358	EDC4	liver cancer	0.0	5.0	1.0	5.0			0.0007605	
ENSG00000038382	TRIO	liver cancer	1.0	6.0	2.0	3.0				0.002176
ENSG00000038427	VCAN	liver cancer	0.0	2.0	1.0	9.0				0.01225
ENSG00000038532	CLEC16A	liver cancer	4.0	6.0	2.0	0.0		0.3444		
ENSG00000038945	MSR1	liver cancer	0.0	2.0	2.0	7.0				0.005854
ENSG00000039068	CDH1	liver cancer	5.0	6.0	0.0	0.0		0.00504		
ENSG00000039123	MTREX	liver cancer	4.0	6.0	2.0	0.0				0.01794
ENSG00000039139	DNAH5	liver cancer	0.0	0.0	0.0	11.0				0.003335
ENSG00000039319	ZFYVE16	liver cancer	0.0	0.0	4.0	7.0				0.007255
ENSG00000039523	RIPOR1	liver cancer	1.0	0.0	0.0	8.0				0.01103
ENSG00000039537	C6	liver cancer	0.0	1.0	1.0	10.0		0.00112		
ENSG00000039560	RAI14	liver cancer	0.0	1.0	1.0	9.0				0.05487
ENSG00000039600	SOX30	liver cancer	0.0	0.0	0.0	8.0				0.04473
ENSG00000039650	PNKP	liver cancer	0.0	6.0	1.0	2.0				0.01084
ENSG00000040199	PHLPP2	liver cancer	0.0	0.0	0.0	12.0				0.1174
ENSG00000040275	SPDL1	liver cancer	2.0	2.0	4.0	2.0			1.484e-06	
ENSG00000040341	STAU2	liver cancer	1.0	3.0	2.0	5.0				0.01071
ENSG00000040487	SLC66A1	liver cancer	0.0	2.0	0.0	9.0			2.641e-05	
ENSG00000040633	PHF23	liver cancer	2.0	7.0	1.0	0.0				0.00241
ENSG00000040933	INPP4A	liver cancer	0.0	6.0	3.0	3.0				0.001155
ENSG00000041353	RAB27B	liver cancer	0.0	2.0	2.0	8.0				0.152
ENSG00000041357	PSMA4	liver cancer	5.0	4.0	1.0	0.0				0.006257
ENSG00000041515	MYO16	liver cancer	0.0	2.0	1.0	9.0		0.01198		
ENSG00000041802	LSG1	liver cancer	7.0	5.0	0.0	0.0			3.208e-07	
ENSG00000041880	PARP3	liver cancer	0.0	3.0	4.0	4.0		0.4128		
ENSG00000041982	TNC	liver cancer	0.0	1.0	2.0	7.0				0.2069
ENSG00000041988	THAP3	liver cancer	9.0	3.0	0.0	0.0				0.002141
ENSG00000042062	RIPOR3	liver cancer	0.0	2.0	1.0	9.0		0.0004958		
ENSG00000042088	TDP1	liver cancer	0.0	2.0	5.0	5.0			8.986e-05	
ENSG00000042286	AIFM2	liver cancer	0.0	0.0	1.0	11.0				0.007954
ENSG00000042317	SPATA7	liver cancer	0.0	0.0	3.0	7.0				0.001285
ENSG00000042445	RETSAT	liver cancer	0.0	2.0	3.0	7.0	0.0004229			
ENSG00000042493	CAPG	liver cancer	0.0	0.0	0.0	12.0			3.218e-05	
ENSG00000042832	TG	liver cancer	0.0	0.0	0.0	12.0		0.02766		
ENSG00000042980	ADAM28	liver cancer	0.0	0.0	2.0	9.0				0.0559
ENSG00000043039	BARX2	liver cancer	0.0	0.0	1.0	11.0				0.1565
ENSG00000043093	DCUN1D1	liver cancer	1.0	2.0	3.0	2.0				0.05927
ENSG00000043143	JADE2	liver cancer	0.0	0.0	1.0	10.0				0.0769
ENSG00000043462	LCP2	liver cancer	0.0	0.0	0.0	12.0		0.2026		
ENSG00000043514	TRIT1	liver cancer	0.0	0.0	3.0	9.0			5.345e-06	
ENSG00000043591	ADRB1	liver cancer	0.0	0.0	1.0	10.0				0.0928
ENSG00000044090	CUL7	liver cancer	1.0	5.0	4.0	1.0				0.03722
ENSG00000044115	CTNNA1	liver cancer	1.0	8.0	3.0	0.0				0.001663
ENSG00000044446	PHKA2	liver cancer	0.0	0.0	2.0	10.0			1.25e-05	
ENSG00000044459	CNTLN	liver cancer	1.0	8.0	2.0	1.0				0.07706
ENSG00000044524	EPHA3	liver cancer	0.0	0.0	9.0	2.0		0.2029		
ENSG00000044574	HSPA5	liver cancer	7.0	5.0	0.0	0.0				0.009082
ENSG00000046604	DSG2	liver cancer	3.0	3.0	2.0	2.0				0.002859
ENSG00000046647	GEMIN8	liver cancer	0.0	8.0	4.0	0.0			7.784e-05	
ENSG00000046651	OFD1	liver cancer	0.0	1.0	7.0	4.0				0.002196
ENSG00000046653	GPM6B	liver cancer	1.0	2.0	3.0	6.0				0.02117
ENSG00000046774	MAGEC2	liver cancer	0.0	2.0	0.0	8.0				0.05677
ENSG00000046889	PREX2	liver cancer	1.0	7.0	2.0	1.0				0.4192
ENSG00000047056	WDR37	liver cancer	0.0	0.0	2.0	10.0				0.00259
ENSG00000047188	YTHDC2	liver cancer	1.0	9.0	0.0	2.0				0.1962
ENSG00000047230	CTPS2	liver cancer	0.0	2.0	4.0	6.0			2.375e-05	
ENSG00000047249	ATP6V1H	liver cancer	0.0	2.0	4.0	6.0			0.0007809	
ENSG00000047315	POLR2B	liver cancer	2.0	2.0	4.0	1.0				0.001235
ENSG00000047346	ATOSA	liver cancer	0.0	0.0	5.0	7.0		0.001318		
ENSG00000047365	ARAP2	liver cancer	0.0	0.0	1.0	10.0				0.1095
ENSG00000047410	TPR	liver cancer	1.0	5.0	2.0	4.0			0.0001059	
ENSG00000047457	CP	liver cancer	1.0	5.0	6.0	0.0				0.1058
ENSG00000047578	KATNIP	liver cancer	6.0	5.0	0.0	0.0				0.02722
ENSG00000047579	DTNBP1	liver cancer	1.0	7.0	2.0	1.0			0.0008721	
ENSG00000047597	XK	liver cancer	0.0	0.0	1.0	11.0				0.03592
ENSG00000047617	ANO2	liver cancer	0.0	0.0	0.0	10.0				0.2857
ENSG00000047621	C12orf4	liver cancer	0.0	2.0	8.0	2.0				0.002959
ENSG00000047634	SCML1	liver cancer	0.0	0.0	0.0	11.0				0.002118
ENSG00000047644	WWC3	liver cancer	3.0	7.0	2.0	0.0				0.003206
ENSG00000047648	ARHGAP6	liver cancer	7.0	4.0	0.0	0.0		0.047		
ENSG00000047662	FAM184B	liver cancer	0.0	0.0	1.0	10.0		0.01712		
ENSG00000047849	MAP4	liver cancer	0.0	5.0	2.0	4.0			0.0001823	
ENSG00000047932	GOPC	liver cancer	0.0	2.0	0.0	10.0				0.03123
ENSG00000047936	ROS1	liver cancer	1.0	0.0	1.0	10.0				0.1568
ENSG00000048028	USP28	liver cancer	0.0	4.0	2.0	3.0				0.009729
ENSG00000048052	HDAC9	liver cancer	1.0	1.0	3.0	7.0				0.02197
ENSG00000048140	TSPAN17	liver cancer	1.0	3.0	6.0	2.0				0.001205
ENSG00000048162	NOP16	liver cancer	4.0	4.0	3.0	1.0			0.0005139	
ENSG00000048342	CC2D2A	liver cancer	0.0	0.0	1.0	11.0				0.08627
ENSG00000048392	RRM2B	liver cancer	2.0	4.0	3.0	0.0				0.05513
ENSG00000048405	ZNF800	liver cancer	1.0	7.0	2.0	0.0				0.06192
ENSG00000048471	SNX29	liver cancer	0.0	1.0	7.0	2.0				0.02291
ENSG00000048544	MRPS10	liver cancer	9.0	3.0	0.0	0.0				0.02367
ENSG00000048649	RSF1	liver cancer	0.0	4.0	2.0	6.0				0.01234
ENSG00000048707	VPS13D	liver cancer	0.0	0.0	0.0	12.0		0.1656		
ENSG00000048740	CELF2	liver cancer	0.0	1.0	0.0	11.0		0.1575		
ENSG00000048828	FAM120A	liver cancer	8.0	4.0	0.0	0.0				0.08927
ENSG00000049089	COL9A2	liver cancer	0.0	1.0	1.0	8.0				0.02056
ENSG00000049130	KITLG	liver cancer	0.0	0.0	0.0	12.0			0.0004008	
ENSG00000049192	ADAMTS6	liver cancer	0.0	0.0	0.0	11.0				0.08242
ENSG00000049239	H6PD	liver cancer	8.0	3.0	0.0	0.0		0.08352		
ENSG00000049246	PER3	liver cancer	12.0	0.0	0.0	0.0		0.3869		
ENSG00000049247	UTS2	liver cancer	2.0	9.0	1.0	0.0		0.04953		
ENSG00000049283	EPN3	liver cancer	0.0	1.0	8.0	3.0				0.005696
ENSG00000049323	LTBP1	liver cancer	0.0	0.0	0.0	11.0				0.001058
ENSG00000049449	RCN1	liver cancer	1.0	2.0	2.0	5.0				0.006919
ENSG00000049540	ELN	liver cancer	0.0	0.0	0.0	10.0		0.003701		
ENSG00000049541	RFC2	liver cancer	2.0	3.0	0.0	7.0			0.0006346	
ENSG00000049618	ARID1B	liver cancer	0.0	2.0	5.0	5.0				0.02734
ENSG00000049656	CLPTM1L	liver cancer	0.0	7.0	2.0	3.0			0.0003749	
ENSG00000049759	NEDD4L	liver cancer	1.0	1.0	3.0	6.0				0.002106
ENSG00000049768	FOXP3	liver cancer	0.0	0.0	0.0	12.0		0.02418		
ENSG00000049769	PPP1R3F	liver cancer	0.0	11.0	1.0	0.0		0.126		
ENSG00000049860	HEXB	liver cancer	1.0	2.0	2.0	7.0			3.361e-08	
ENSG00000049883	PTCD2	liver cancer	3.0	4.0	2.0	3.0				0.173
ENSG00000050030	NEXMIF	liver cancer	0.0	0.0	0.0	11.0				0.3369
ENSG00000050130	JKAMP	liver cancer	0.0	7.0	2.0	2.0			3.085e-06	
ENSG00000050165	DKK3	liver cancer	0.0	4.0	3.0	3.0		0.01139		
ENSG00000050327	ARHGEF5	liver cancer	1.0	10.0	1.0	0.0				0.009953
ENSG00000050344	NFE2L3	liver cancer	0.0	0.0	0.0	12.0				0.007287
ENSG00000050393	MCUR1	liver cancer	0.0	4.0	2.0	3.0				0.002006
ENSG00000050405	LIMA1	liver cancer	0.0	4.0	4.0	4.0				0.1633
ENSG00000050555	LAMC3	liver cancer	0.0	1.0	4.0	6.0		0.01376		
ENSG00000050628	PTGER3	liver cancer	0.0	1.0	2.0	8.0		0.04804		
ENSG00000050730	TNIP3	liver cancer	1.0	4.0	0.0	7.0				0.1486
ENSG00000050748	MAPK9	liver cancer	3.0	4.0	0.0	5.0				0.006827
ENSG00000050767	COL23A1	liver cancer	0.0	6.0	1.0	4.0		0.1144		
ENSG00000050820	BCAR1	liver cancer	1.0	2.0	1.0	8.0			9.111e-05	
ENSG00000051009	FHIP1B	liver cancer	0.0	2.0	0.0	9.0				0.04163
ENSG00000051108	HERPUD1	liver cancer	3.0	7.0	1.0	0.0				0.1173
ENSG00000051128	HOMER3	liver cancer	0.0	0.0	0.0	12.0			4.928e-05	
ENSG00000051180	RAD51	liver cancer	5.0	3.0	3.0	1.0			0.0009334	
ENSG00000051382	PIK3CB	liver cancer	1.0	8.0	2.0	1.0			0.0006422	
ENSG00000051523	CYBA	liver cancer	0.0	0.0	0.0	12.0				0.04881
ENSG00000051596	THOC3	liver cancer	4.0	3.0	2.0	3.0				0.003057
ENSG00000051620	HEBP2	liver cancer	0.0	7.0	4.0	1.0				0.05596
ENSG00000051825	MPHOSPH9	liver cancer	0.0	1.0	5.0	6.0				0.00581
ENSG00000052126	PLEKHA5	liver cancer	3.0	7.0	1.0	0.0		0.1322		
ENSG00000052344	PRSS8	liver cancer	2.0	1.0	0.0	9.0		0.05781		
ENSG00000052723	SIKE1	liver cancer	0.0	5.0	6.0	1.0				0.003365
ENSG00000052795	FNIP2	liver cancer	3.0	8.0	1.0	0.0				0.1563
ENSG00000052802	MSMO1	liver cancer	0.0	6.0	1.0	5.0		0.07139		
ENSG00000052841	TTC17	liver cancer	0.0	3.0	4.0	5.0				0.1737
ENSG00000053108	FSTL4	liver cancer	6.0	6.0	0.0	0.0				0.06352
ENSG00000053254	FOXN3	liver cancer	0.0	0.0	2.0	9.0				0.3028
ENSG00000053328	METTL24	liver cancer	4.0	6.0	1.0	0.0				0.06119
ENSG00000053371	AKR7A2	liver cancer	1.0	6.0	3.0	2.0				0.01142
ENSG00000053372	MRTO4	liver cancer	0.0	0.0	1.0	11.0			1.564e-08	
ENSG00000053501	USE1	liver cancer	0.0	5.0	3.0	1.0				0.2005
ENSG00000053524	MCF2L2	liver cancer	1.0	11.0	0.0	0.0				0.037
ENSG00000053702	NRIP2	liver cancer	0.0	0.0	0.0	12.0		0.05661		
ENSG00000053747	LAMA3	liver cancer	0.0	5.0	2.0	5.0		0.1831		
ENSG00000053770	AP5M1	liver cancer	0.0	2.0	4.0	5.0				0.1862
ENSG00000053900	ANAPC4	liver cancer	2.0	10.0	0.0	0.0				0.001177
ENSG00000053918	KCNQ1	liver cancer	0.0	3.0	2.0	7.0				0.0346
ENSG00000054116	TRAPPC3	liver cancer	0.0	3.0	3.0	6.0			2.696e-06	
ENSG00000054118	THRAP3	liver cancer	11.0	1.0	0.0	0.0				0.00265
ENSG00000054148	PHPT1	liver cancer	0.0	11.0	1.0	0.0				0.04639
ENSG00000054179	ENTPD2	liver cancer	1.0	6.0	4.0	1.0			2.476e-05	
ENSG00000054219	LY75	liver cancer	0.0	1.0	1.0	10.0		0.08868		
ENSG00000054267	ARID4B	liver cancer	0.0	0.0	2.0	10.0				0.1268
ENSG00000054277	OPN3	liver cancer	0.0	8.0	2.0	2.0				0.005095
ENSG00000054282	SDCCAG8	liver cancer	0.0	0.0	6.0	6.0				0.0934
ENSG00000054356	PTPRN	liver cancer	0.0	0.0	0.0	10.0				0.0001236
ENSG00000054392	HHAT	liver cancer	2.0	5.0	1.0	4.0		0.03323		
ENSG00000054523	KIF1B	liver cancer	0.0	6.0	3.0	2.0				0.0166
ENSG00000054611	TBC1D22A	liver cancer	0.0	1.0	2.0	8.0			0.000242	
ENSG00000054654	SYNE2	liver cancer	0.0	3.0	1.0	7.0		0.09037		
ENSG00000054690	PLEKHH1	liver cancer	0.0	0.0	1.0	11.0				8.432e-05
ENSG00000054793	ATP9A	liver cancer	0.0	1.0	1.0	10.0				0.03759
ENSG00000054938	CHRDL2	liver cancer	7.0	5.0	0.0	0.0				0.04076
ENSG00000054965	FAM168A	liver cancer	0.0	0.0	0.0	11.0				0.03244
ENSG00000054983	GALC	liver cancer	0.0	0.0	1.0	11.0		0.3083		
ENSG00000055044	NOP58	liver cancer	6.0	2.0	0.0	2.0			1.972e-06	
ENSG00000055070	SZRD1	liver cancer	1.0	10.0	0.0	1.0			5.98e-06	
ENSG00000055130	CUL1	liver cancer	0.0	0.0	4.0	5.0				0.01411
ENSG00000055147	FAM114A2	liver cancer	0.0	10.0	1.0	0.0				0.005176
ENSG00000055163	CYFIP2	liver cancer	1.0	5.0	5.0	1.0		0.1145		
ENSG00000055208	TAB2	liver cancer	1.0	10.0	0.0	0.0				0.01852
ENSG00000055211	GINM1	liver cancer	1.0	4.0	1.0	5.0				0.03183
ENSG00000055332	EIF2AK2	liver cancer	1.0	6.0	3.0	2.0				0.001771
ENSG00000055483	USP36	liver cancer	1.0	1.0	2.0	7.0				0.002501
ENSG00000055732	MCOLN3	liver cancer	0.0	0.0	0.0	10.0				0.003971
ENSG00000055813	CCDC85A	liver cancer	0.0	7.0	3.0	1.0		0.03075		
